Id,System,Class,Static,Static2,Sun,Planets,Moons,Effect,Region,Constelation
unknown,J132048,2, D382,A239, Orange,5,37,, Unknown (R06), Unknown (C048)
unknown,J172350,2, D382,A239, Orange Bright,7,59,, Unknown (R06), Unknown (C048)
unknown,J145619,2, D382,A239, Orange,8,36,, Unknown (R06), Unknown (C048)
unknown,J163446,2, D382,A239, Blue,8,25,, Unknown (R06), Unknown (C048)
unknown,J140816,2, D382,A239, Yellow,9,39,, Unknown (R06), Unknown (C048)
unknown,J141015,2, D382,A239, Pink Small,11,78,, Unknown (R06), Unknown (C048)
unknown,J101346,2, D382,A239, Pink Small,11,46,, Unknown (R06), Unknown (C048)
unknown,J212238,2, D382,A239, Orange Bright,10,52, Cataclysmic Variable, Unknown (R06), Unknown (C049)
unknown,J235852,2, D382,A239, Yellow Small,8,2, Black Hole, Unknown (R06), Unknown (C049)
unknown,J134349,2, D382,A239, White,9,46, Cataclysmic Variable, Unknown (R06), Unknown (C049)
unknown,J204221,2, D382,A239, Yellow Small,8,24,, Unknown (R06), Unknown (C049)
unknown,J110910,2, D382,A239, Orange,10,23,, Unknown (R06), Unknown (C049)
unknown,J131753,2, D382,A239, Yellow,7,69,, Unknown (R06), Unknown (C049)
unknown,J113221,2, D382,A239, Blue Bright,8,56,, Unknown (R06), Unknown (C049)
unknown,J152941,2, D382,A239, Orange radiant,5,28,, Unknown (R06), Unknown (C049)
unknown,J144727,2, D382,A239, Red Giant,10,71,, Unknown (R06), Unknown (C049)
unknown,J143320,2, D382,A239, Orange,9,31, Magnetar, Unknown (R06), Unknown (C050)
unknown,J155551,2, D382,A239, White,13,34,, Unknown (R06), Unknown (C050)
unknown,J162516,2, D382,A239, Orange,11,71,, Unknown (R06), Unknown (C050)
unknown,J135827,2, D382,A239, Blue Bright,11,59, Red Giant, Unknown (R06), Unknown (C050)
unknown,J131706,2, D382,A239, Yellow Small,10,42, Cataclysmic Variable, Unknown (R06), Unknown (C050)
unknown,J214854,2, D382,A239, Orange radiant,10,53,, Unknown (R06), Unknown (C050)
unknown,J150109,2, D382,A239, Blue Small,7,52,, Unknown (R06), Unknown (C050)
unknown,J103512,2, D382,A239, Pink,10,26,, Unknown (R06), Unknown (C050)
unknown,J121658,2, D382,A239, White Dwarf,7,29, Wolf-Rayet Star, Unknown (R06), Unknown (C050)
unknown,J143706,2, D382,A239, Yellow Small,9,23,, Unknown (R06), Unknown (C051)
unknown,J235924,2, D382,A239, Red Giant,9,9,, Unknown (R06), Unknown (C051)
unknown,J103854,2, D382,A239, Orange radiant,12,47,, Unknown (R06), Unknown (C051)
unknown,J214725,2, D382,A239, Yellow Small,8,58,, Unknown (R06), Unknown (C051)
unknown,J101415,2, D382,A239, Pink,8,41, Red Giant, Unknown (R06), Unknown (C051)
unknown,J122837,2, D382,A239, Pink Small,9,12,, Unknown (R06), Unknown (C051)
unknown,J125727,2, D382,A239, Orange radiant,9,32, Black Hole, Unknown (R06), Unknown (C051)
unknown,J142847,2, D382,A239, Blue Small,9,78, Magnetar, Unknown (R06), Unknown (C051)
unknown,J155035,2, D382,A239, Orange Bright,6,15,, Unknown (R06), Unknown (C051)
unknown,J102504,2, D382,A239, Red Giant,10,29,, Unknown (R06), Unknown (C051)
unknown,J160305,2, D382,A239, Yellow Small,13,28,, Unknown (R06), Unknown (C052)
unknown,J151503,2, D382,A239, Pink,9,75, Red Giant, Unknown (R06), Unknown (C052)
unknown,J142838,2, D382,A239, Orange Bright,8,19, Red Giant, Unknown (R06), Unknown (C052)
unknown,J131034,2, D382,A239, Yellow Small,9,49, Wolf-Rayet Star, Unknown (R06), Unknown (C052)
unknown,J214901,2, D382,A239, Yellow Small,7,38, Wolf-Rayet Star, Unknown (R06), Unknown (C052)
unknown,J113323,2, D382,A239, Yellow Small,9,54, Wolf-Rayet Star, Unknown (R06), Unknown (C052)
unknown,J112956,2, D382,A239, Red Giant,8,7, Black Hole, Unknown (R06), Unknown (C052)
unknown,J104802,2, D382,A239, Yellow Small,11,39,, Unknown (R06), Unknown (C052)
unknown,J100808,2, D382,A239, Pink,10,28,, Unknown (R06), Unknown (C052)
unknown,J100509,2, D382,A239, Pink,8,26,, Unknown (R06), Unknown (C052)
unknown,J142055,2, D382,A239, White,11,30,, Unknown (R06), Unknown (C052)
unknown,J135141,2, D382,A239, Orange,10,63,, Unknown (R06), Unknown (C052)
unknown,J151902,2, D382,A239, Orange Bright,10,19,, Unknown (R06), Unknown (C053)
unknown,J235759,2, D382,A239, Orange,11,40, Cataclysmic Variable, Unknown (R06), Unknown (C053)
unknown,J164613,2, D382,A239, Red Giant,8,39, Magnetar, Unknown (R06), Unknown (C053)
unknown,J225805,2, D382,A239, Yellow,6,64,, Unknown (R06), Unknown (C053)
unknown,J112916,2, D382,A239, Red Giant,9,34,, Unknown (R06), Unknown (C053)
unknown,J115347,2, D382,A239, Blue Bright,11,62,, Unknown (R06), Unknown (C053)
unknown,J224217,2, D382,A239, Blue Bright,10,13,, Unknown (R06), Unknown (C053)
unknown,J110555,2, D382,A239, Pink Small,9,69,, Unknown (R06), Unknown (C053)
unknown,J143455,2, D382,A239, White,8,11,, Unknown (R06), Unknown (C053)
unknown,J111141,2, D382,A239, Orange Bright,11,39,, Unknown (R06), Unknown (C053)
unknown,J104606,2, D382,A239, Orange Bright,7,46, Pulsar, Unknown (R06), Unknown (C053)
unknown,J222830,2, D382,A239, Yellow Small,3,44, Pulsar, Unknown (R06), Unknown (C053)
unknown,J123249,2, D382,A239, Orange radiant,7,55,, Unknown (R06), Unknown (C054)
unknown,J115310,2, D382,A239, White,7,12,, Unknown (R06), Unknown (C054)
unknown,J143702,2, D382,A239, Yellow,7,80, Black Hole, Unknown (R06), Unknown (C054)
unknown,J223538,2, D382,A239, Orange,7,45,, Unknown (R06), Unknown (C054)
unknown,J131618,2, D382,A239, Orange Bright,4,5,, Unknown (R06), Unknown (C054)
unknown,J215944,2, D382,A239, Orange,2,22,, Unknown (R06), Unknown (C054)
unknown,J121952,2, D382,A239, Orange,6,36,, Unknown (R06), Unknown (C054)
unknown,J121928,2, D382,A239, Yellow,8,62, Red Giant, Unknown (R06), Unknown (C054)
unknown,J105439,2, D382,A239, Yellow Small,5,23,, Unknown (R06), Unknown (C054)
unknown,J150627,2, N062,E545, Pink Small,9,17,, Unknown (R07), Unknown (C055)
unknown,J121745,2, N062,E545, Yellow Small,7,34, Cataclysmic Variable, Unknown (R07), Unknown (C055)
unknown,J141438,2, N062,E545, Yellow,11,75,, Unknown (R07), Unknown (C055)
unknown,J214929,2, N062,E545, Yellow,11,52,, Unknown (R07), Unknown (C055)
unknown,J130709,2, N062,E545, Orange,7,71,, Unknown (R07), Unknown (C055)
unknown,J103924,2, N062,E545, Orange Bright,8,57,, Unknown (R07), Unknown (C055)
unknown,J211000,2, N062,E545, Yellow Small,12,70, Red Giant, Unknown (R07), Unknown (C055)
unknown,J123555,2, N062,E545, Orange,9,85,, Unknown (R07), Unknown (C055)
unknown,J151125,2, N062,E545, White Dwarf,6,50, Magnetar, Unknown (R07), Unknown (C055)
unknown,J123412,2, N062,E545, Orange Bright,9,91, Cataclysmic Variable, Unknown (R07), Unknown (C055)
unknown,J112309,2, N062,E545, Yellow,10,55,, Unknown (R07), Unknown (C056)
unknown,J123850,2, N062,E545, Orange radiant,10,56,, Unknown (R07), Unknown (C056)
unknown,J163923,2, N062,E545, Orange,9,42,, Unknown (R07), Unknown (C056)
unknown,J143546,2, N062,E545, Orange radiant,8,88,, Unknown (R07), Unknown (C056)
unknown,J130832,2, N062,E545, Orange Bright,10,34,, Unknown (R07), Unknown (C056)
unknown,J221337,2, N062,E545, Orange radiant,7,55,, Unknown (R07), Unknown (C056)
unknown,J113449,2, N062,E545, Red Giant,12,91, Magnetar, Unknown (R07), Unknown (C056)
unknown,J212607,2, N062,E545, Orange,8,20,, Unknown (R07), Unknown (C056)
unknown,J165157,2, N062,E545, Yellow,9,48, Red Giant, Unknown (R07), Unknown (C056)
unknown,J142937,2, N062,E545, Yellow Small,9,9,, Unknown (R07), Unknown (C057)
unknown,J120455,2, N062,E545, Orange,10,20,, Unknown (R07), Unknown (C057)
unknown,J122638,2, N062,E545, Yellow,12,69,, Unknown (R07), Unknown (C057)
unknown,J161411,2, N062,E545, Orange Bright,9,59, Wolf-Rayet Star, Unknown (R07), Unknown (C057)
unknown,J124028,2, N062,E545, Yellow,6,58,, Unknown (R07), Unknown (C057)
unknown,J134735,2, N062,E545, Yellow,12,88,, Unknown (R07), Unknown (C057)
unknown,J142845,2, N062,E545, Orange Bright,8,29,, Unknown (R07), Unknown (C057)
unknown,J140750,2, N062,E545, Orange Bright,6,6,, Unknown (R07), Unknown (C057)
unknown,J104515,2, N062,E545, Yellow Small,12,16, Wolf-Rayet Star, Unknown (R07), Unknown (C057)
unknown,J113039,2, N062,E545, Orange radiant,7,48,, Unknown (R07), Unknown (C057)
unknown,J111159,2, N062,E545, Orange radiant,8,84,, Unknown (R07), Unknown (C057)
unknown,J105342,2, N062,E545, Orange Bright,8,9,, Unknown (R07), Unknown (C057)
unknown,J121728,2, N062,E545, Orange radiant,6,68,, Unknown (R07), Unknown (C058)
unknown,J115700,2, N062,E545, White,11,63, Wolf-Rayet Star, Unknown (R07), Unknown (C058)
unknown,J143234,2, N062,E545, Pink Small,7,37,, Unknown (R07), Unknown (C058)
unknown,J122524,2, N062,E545, Orange radiant,8,44,, Unknown (R07), Unknown (C058)
unknown,J124007,2, N062,E545, Yellow Small,8,47, Red Giant, Unknown (R07), Unknown (C058)
unknown,J150533,2, N062,E545, Orange radiant,10,61,, Unknown (R07), Unknown (C058)
unknown,J143933,2, N062,E545, Yellow Small,5,6,, Unknown (R07), Unknown (C058)
unknown,J225128,2, N062,E545, Orange Bright,8,60, Magnetar, Unknown (R07), Unknown (C058)
unknown,J133632,2, N062,E545, Orange Bright,7,10, Red Giant, Unknown (R07), Unknown (C058)
unknown,J131744,2, R474,E545, Pink,10,97,, Unknown (R07), Unknown (C059)
unknown,J125923,2, R474,E545, Red Giant,11,14,, Unknown (R07), Unknown (C059)
unknown,J161138,2, R474,E545, Pink Small,11,70, Red Giant, Unknown (R07), Unknown (C059)
unknown,J125824,2, R474,E545, Orange radiant,8,62,, Unknown (R07), Unknown (C059)
unknown,J223511,2, R474,E545, Blue Small,7,52,, Unknown (R07), Unknown (C059)
unknown,J134401,2, R474,E545, Orange Bright,6,60,, Unknown (R07), Unknown (C059)
unknown,J214739,2, R474,E545, Orange Bright,9,26, Pulsar, Unknown (R07), Unknown (C059)
unknown,J104321,2, R474,E545, Yellow,7,11,, Unknown (R07), Unknown (C059)
unknown,J115327,2, R474,E545, Yellow Small,1,17, Wolf-Rayet Star, Unknown (R07), Unknown (C059)
unknown,J154937,2, R474,E545, Pink,8,33,, Unknown (R07), Unknown (C059)
unknown,J112505,2, Z647,B274, Orange,9,54,, Unknown (R08), Unknown (C060)
unknown,J102739,2, Z647,B274, Pink Small,7,57,, Unknown (R08), Unknown (C060)
unknown,J171309,2, Z647,B274, Blue Small,9,71,, Unknown (R08), Unknown (C060)
unknown,J133417,2, Z647,B274, Red Giant,8,6,, Unknown (R08), Unknown (C060)
unknown,J124749,2, Z647,B274, Orange,8,55,, Unknown (R08), Unknown (C060)
unknown,J122137,2, Z647,B274, Orange radiant,8,51, Magnetar, Unknown (R08), Unknown (C060)
unknown,J140353,2, Z647,B274, Orange,10,70,, Unknown (R08), Unknown (C060)
unknown,J104029,2, Z647,B274, Orange,10,51,, Unknown (R08), Unknown (C060)
unknown,J151348,2, Z647,B274, Orange radiant,6,54, Pulsar, Unknown (R08), Unknown (C060)
unknown,J163522,2, Z647,B274, Pink,5,44,, Unknown (R08), Unknown (C060)
unknown,J131315,2, Z647,B274, Orange,8,36, Black Hole, Unknown (R08), Unknown (C061)
unknown,J114008,2, Z647,B274, Pink,5,41, Magnetar, Unknown (R08), Unknown (C061)
unknown,J233839,2, Z647,B274, Yellow,9,78, Red Giant, Unknown (R08), Unknown (C061)
unknown,J112558,2, Z647,B274, Pink Small,9,17,, Unknown (R08), Unknown (C061)
unknown,J114308,2, Z647,B274, Blue,8,47,, Unknown (R08), Unknown (C061)
unknown,J130125,2, Z647,B274, Orange,9,51,, Unknown (R08), Unknown (C061)
unknown,J173213,2, Z647,B274, Orange Bright,9,44,, Unknown (R08), Unknown (C061)
unknown,J160126,2, Z647,B274, Yellow Small,8,22,, Unknown (R08), Unknown (C061)
unknown,J154813,2, Z647,B274, Orange radiant,10,47,, Unknown (R08), Unknown (C061)
unknown,J215151,2, Z647,B274, Pink,10,51,, Unknown (R08), Unknown (C061)
unknown,J144739,2, Z647,B274, Orange radiant,6,21,, Unknown (R08), Unknown (C062)
unknown,J102602,2, Z647,B274, Orange Bright,10,73,, Unknown (R08), Unknown (C062)
unknown,J120924,2, Z647,B274, White Dwarf,10,14,, Unknown (R08), Unknown (C062)
unknown,J212906,2, Z647,B274, Orange Bright,10,49,, Unknown (R08), Unknown (C062)
unknown,J101719,2, Z647,B274, Yellow,10,37,, Unknown (R08), Unknown (C062)
unknown,J101824,2, Z647,B274, Orange,1,19,, Unknown (R08), Unknown (C062)
unknown,J153003,2, Z647,B274, Pink Small,9,68,, Unknown (R08), Unknown (C062)
unknown,J105123,2, Z647,B274, Pink,11,64,, Unknown (R08), Unknown (C062)
unknown,J122635,2, Z647,B274, Orange,12,19, Red Giant, Unknown (R08), Unknown (C062)
unknown,J152624,2, Z647,B274, Yellow,8,37,, Unknown (R08), Unknown (C062)
unknown,J224145,2, Z647,B274, Orange radiant,12,61,, Unknown (R08), Unknown (C062)
unknown,J163318,2, Z647,B274, Orange radiant,9,76,, Unknown (R08), Unknown (C063)
unknown,J144004,2, Z647,B274, Orange Bright,9,69,, Unknown (R08), Unknown (C063)
unknown,J122931,2, Z647,B274, Yellow Small,8,22,, Unknown (R08), Unknown (C063)
unknown,J173245,2, Z647,B274, Orange,9,63,, Unknown (R08), Unknown (C063)
unknown,J145246,2, Z647,B274, Orange,7,40, Red Giant, Unknown (R08), Unknown (C063)
unknown,J124526,2, Z647,B274, Orange radiant,9,42, Red Giant, Unknown (R08), Unknown (C063)
unknown,J165648,2, Z647,B274, Blue Bright,8,65,, Unknown (R08), Unknown (C063)
unknown,J134405,2, Z647,B274, Orange Bright,7,66,, Unknown (R08), Unknown (C063)
unknown,J213111,2, Z647,B274, Orange Bright,9,20,, Unknown (R08), Unknown (C063)
unknown,J135422,2, Z647,B274, Orange radiant,10,67,, Unknown (R08), Unknown (C064)
unknown,J153030,2, Z647,B274, Yellow Small,6,53, Wolf-Rayet Star, Unknown (R08), Unknown (C064)
unknown,J120634,2, Z647,B274, Yellow Small,5,52,, Unknown (R08), Unknown (C064)
unknown,J102209,2, Z647,B274, Orange radiant,8,47,, Unknown (R08), Unknown (C064)
unknown,J123540,2, Z647,B274, Pink Small,11,55,, Unknown (R08), Unknown (C064)
unknown,J112715,2, Z647,B274, Yellow Small,7,34, Red Giant, Unknown (R08), Unknown (C064)
unknown,J162159,2, Z647,B274, Orange Bright,6,46,, Unknown (R08), Unknown (C064)
unknown,J122118,2, Z647,B274, Pink,8,64, Wolf-Rayet Star, Unknown (R08), Unknown (C064)
unknown,J105244,2, Z647,B274, Yellow Small,9,60, Black Hole, Unknown (R08), Unknown (C064)
unknown,J123958,2, Z647,B274, Pink,11,38, Cataclysmic Variable, Unknown (R08), Unknown (C064)
unknown,J223552,2, Z647,B274, Orange radiant,9,46, Wolf-Rayet Star, Unknown (R08), Unknown (C065)
unknown,J232359,2, Z647,B274, Orange radiant,5,55,, Unknown (R08), Unknown (C065)
unknown,J171539,2, Z647,B274, Yellow,7,60,, Unknown (R08), Unknown (C065)
unknown,J100102,2, Z647,B274, Orange radiant,10,39,, Unknown (R08), Unknown (C065)
unknown,J154249,2, Z647,B274, Red Giant,8,9,, Unknown (R08), Unknown (C065)
unknown,J105311,2, Z647,B274, Red Giant,11,26,, Unknown (R08), Unknown (C065)
unknown,J210536,2, Z647,B274, Yellow Small,7,8,, Unknown (R08), Unknown (C065)
unknown,J151248,2, Z647,B274, Pink Small,8,75,, Unknown (R08), Unknown (C065)
unknown,J131852,2, Z647,B274, Orange,8,45,, Unknown (R08), Unknown (C065)
unknown,J141611,2, Z647,B274, Orange,12,20,, Unknown (R08), Unknown (C066)
unknown,J113723,2, Z647,B274, Pink Small,8,43,, Unknown (R08), Unknown (C066)
unknown,J121323,2, Z647,B274, Orange,7,41,, Unknown (R08), Unknown (C066)
unknown,J144422,2, Z647,B274, Pink Small,11,78,, Unknown (R08), Unknown (C066)
unknown,J140722,2, Z647,B274, Blue,8,72,, Unknown (R08), Unknown (C066)
unknown,J141637,2, Z647,B274, Blue Small,8,61, Magnetar, Unknown (R08), Unknown (C066)
unknown,J112617,2, Z647,B274, Yellow Small,8,7,, Unknown (R08), Unknown (C066)
unknown,J150754,2, Z647,B274, Red Giant,10,6,, Unknown (R08), Unknown (C066)
unknown,J102946,2, Z647,B274, Orange radiant,8,26, Cataclysmic Variable, Unknown (R08), Unknown (C066)
unknown,J115234,2, Z647,B274, Yellow,9,63,, Unknown (R08), Unknown (C066)
unknown,J145145,2, Z647,B274, Pink,11,77, Red Giant, Unknown (R08), Unknown (C066)
unknown,J145426,2, Z647,B274, Yellow Small,10,39,, Unknown (R08), Unknown (C066)
unknown,J122732,2, Z647,B274, White Dwarf,7,58,, Unknown (R08), Unknown (C067)
unknown,J144203,2, Z647,B274, White,7,15,, Unknown (R08), Unknown (C067)
unknown,J140843,2, Z647,B274, White Dwarf,9,37,, Unknown (R08), Unknown (C067)
unknown,J155631,2, Z647,B274, Yellow Small,9,13,, Unknown (R08), Unknown (C067)
unknown,J235525,2, Z647,B274, Yellow,10,55,, Unknown (R08), Unknown (C067)
unknown,J121749,2, Z647,B274, Pink,9,6,, Unknown (R08), Unknown (C067)
unknown,J162518,2, Z647,B274, Yellow,8,69, Black Hole, Unknown (R08), Unknown (C067)
unknown,J132012,2, Z647,B274, Yellow Small,10,28,, Unknown (R08), Unknown (C067)
unknown,J102038,2, Z647,B274, Orange Bright,9,26, Red Giant, Unknown (R08), Unknown (C067)
unknown,J150234,2, Z647,B274, Pink Small,9,40, Cataclysmic Variable, Unknown (R08), Unknown (C067)
unknown,J112520,2, Z647,B274, Orange Bright,8,24,, Unknown (R08), Unknown (C067)
unknown,J165412,2, Z647,B274, Orange radiant,7,32,, Unknown (R08), Unknown (C067)
unknown,J151102,2, Z647,B274, Blue,9,57, Black Hole, Unknown (R08), Unknown (C068)
unknown,J133049,2, Z647,B274, Orange,7,33,, Unknown (R08), Unknown (C068)
unknown,J161628,2, Z647,B274, Orange,9,42,, Unknown (R08), Unknown (C068)
unknown,J134306,2, Z647,B274, Yellow Small,8,51,, Unknown (R08), Unknown (C068)
unknown,J131842,2, Z647,B274, Pink Small,11,15,, Unknown (R08), Unknown (C068)
unknown,J232329,2, Z647,B274, Blue Small,10,57, Black Hole, Unknown (R08), Unknown (C068)
unknown,J164921,2, Z647,B274, Orange Bright,7,25, Cataclysmic Variable, Unknown (R08), Unknown (C068)
unknown,J203814,2, Z647,B274, Red Giant,10,42,, Unknown (R08), Unknown (C068)
unknown,J151311,2, Z647,B274, Orange radiant,8,69,, Unknown (R08), Unknown (C068)
unknown,J101650,2, Z647,B274, Pink Small,6,47, Wolf-Rayet Star, Unknown (R08), Unknown (C068)
unknown,J165006,2, Z647,B274, Red Giant,10,35,, Unknown (R08), Unknown (C068)
unknown,J103533,2, Z647,B274, Pink Small,12,40, Magnetar, Unknown (R08), Unknown (C069)
unknown,J101441,2, Z647,B274, Red Giant,8,85, Red Giant, Unknown (R08), Unknown (C069)
unknown,J124253,2, Z647,B274, Red Giant,7,21,, Unknown (R08), Unknown (C069)
unknown,J232200,2, Z647,B274, Red Giant,8,30,, Unknown (R08), Unknown (C069)
unknown,J144326,2, Z647,B274, Pink Small,6,25,, Unknown (R08), Unknown (C069)
unknown,J124449,2, Z647,B274, Orange Bright,8,19, Black Hole, Unknown (R08), Unknown (C069)
unknown,J100642,2, Z647,B274, Pink Small,9,74,, Unknown (R08), Unknown (C069)
unknown,J133150,2, Z647,B274, Yellow Small,13,55,, Unknown (R08), Unknown (C069)
unknown,J164126,2, Z647,B274, Yellow Small,10,54,, Unknown (R08), Unknown (C069)
unknown,J171142,2, Z647,B274, Yellow Small,11,46,, Unknown (R08), Unknown (C069)
unknown,J145634,2, Z647,B274, Pink,10,71,, Unknown (R08), Unknown (C069)
unknown,J151431,2, Z647,B274, Orange Bright,11,52,, Unknown (R08), Unknown (C070)
unknown,J233555,2, Z647,B274, Orange Bright,8,22,, Unknown (R08), Unknown (C070)
unknown,J100651,2, Z647,B274, Orange radiant,9,64, Red Giant, Unknown (R08), Unknown (C070)
unknown,J132103,2, Z647,B274, Yellow Small,7,5,, Unknown (R08), Unknown (C070)
unknown,J121720,2, Z647,B274, White Dwarf,11,31, Black Hole, Unknown (R08), Unknown (C070)
unknown,J210355,2, Z647,B274, Orange radiant,8,74,, Unknown (R08), Unknown (C070)
unknown,J125029,2, Z647,B274, Orange,7,76,, Unknown (R08), Unknown (C070)
unknown,J103619,2, Z647,B274, Orange Bright,5,4, Pulsar, Unknown (R08), Unknown (C070)
unknown,J165014,2, Z647,B274, Pink Small,10,47,, Unknown (R08), Unknown (C070)
unknown,J124611,2, Z647,B274, Orange Bright,2,32,, Unknown (R08), Unknown (C070)
unknown,J150418,2, Z647,B274, Yellow Small,8,67, Wolf-Rayet Star, Unknown (R08), Unknown (C070)
unknown,J145440,2, Z647,B274, Pink,11,33,, Unknown (R08), Unknown (C070)
unknown,J113223,2, Z647,B274, Yellow,6,38,, Unknown (R08), Unknown (C071)
unknown,J234915,2, Z647,B274, Blue,8,25,, Unknown (R08), Unknown (C071)
unknown,J162042,2, Z647,B274, Red Giant,11,25,, Unknown (R08), Unknown (C071)
unknown,J112019,2, Z647,B274, Yellow Small,10,42, Pulsar, Unknown (R08), Unknown (C071)
unknown,J162332,2, Z647,B274, Orange radiant,7,28,, Unknown (R08), Unknown (C071)
unknown,J125350,2, Z647,B274, Orange radiant,10,54,, Unknown (R08), Unknown (C071)
unknown,J101710,2, Z647,B274, Orange,7,36, Black Hole, Unknown (R08), Unknown (C071)
unknown,J223029,2, Z647,B274, White Dwarf,11,87,, Unknown (R08), Unknown (C072)
unknown,J234810,2, Z647,B274, Blue Small,10,39,, Unknown (R08), Unknown (C073)
unknown,J135230,2, Z647,B274, Yellow,10,73,, Unknown (R08), Unknown (C074)
unknown,J111038,2, Z647,B274, Blue Small,6,51,, Unknown (R08), Unknown (C075)
unknown,J160650,3, U210,, Orange radiant,8,54,, Unknown (R09), Unknown (C076)
unknown,J114342,3, U210,, Red Giant,8,7, Black Hole, Unknown (R09), Unknown (C076)
unknown,J152031,3, U210,, Orange Bright,9,40,, Unknown (R09), Unknown (C076)
unknown,J113629,3, U210,, Red Giant,4,41,, Unknown (R09), Unknown (C076)
unknown,J220301,3, U210,, Yellow,5,10,, Unknown (R09), Unknown (C076)
unknown,J102057,3, U210,, Pink,8,33, Pulsar, Unknown (R09), Unknown (C076)
unknown,J124753,3, U210,, Blue Bright,12,70, Magnetar, Unknown (R09), Unknown (C077)
unknown,J114225,3, U210,, Orange radiant,7,74,, Unknown (R09), Unknown (C077)
unknown,J105002,3, U210,, Pink,10,63,, Unknown (R09), Unknown (C077)
unknown,J111218,3, U210,, Orange radiant,10,45,, Unknown (R09), Unknown (C077)
unknown,J111634,3, U210,, Blue Small,9,45,, Unknown (R09), Unknown (C077)
unknown,J105007,3, U210,, Orange Bright,6,31, Magnetar, Unknown (R09), Unknown (C077)
unknown,J205027,3, U210,, Pink Small,9,68,, Unknown (R09), Unknown (C078)
unknown,J111355,3, U210,, Orange radiant,6,70,, Unknown (R09), Unknown (C078)
unknown,J101012,3, U210,, Orange,10,58, Red Giant, Unknown (R09), Unknown (C078)
unknown,J161338,3, U210,, Yellow Small,7,13,, Unknown (R09), Unknown (C078)
unknown,J170002,3, U210,, Pink,8,34,, Unknown (R09), Unknown (C078)
unknown,J104654,3, U210,, Pink,9,56,, Unknown (R09), Unknown (C078)
unknown,J124329,3, U210,, Orange radiant,8,44, Red Giant, Unknown (R09), Unknown (C078)
unknown,J114648,3, U210,, Orange Bright,7,19, Pulsar, Unknown (R09), Unknown (C079)
unknown,J131228,3, U210,, Orange radiant,7,38, Red Giant, Unknown (R09), Unknown (C079)
unknown,J110448,3, U210,, White,11,45,, Unknown (R09), Unknown (C079)
unknown,J144621,3, U210,, Red Giant,3,52, Red Giant, Unknown (R09), Unknown (C079)
unknown,J153104,3, U210,, White,9,22,, Unknown (R09), Unknown (C079)
unknown,J100932,3, U210,, Pink,8,17,, Unknown (R09), Unknown (C079)
unknown,J114048,3, U210,, Orange Bright,6,17,, Unknown (R09), Unknown (C080)
unknown,J115706,3, U210,, Blue,8,62,, Unknown (R09), Unknown (C080)
unknown,J123230,3, U210,, Blue,9,46, Magnetar, Unknown (R09), Unknown (C080)
unknown,J152218,3, U210,, Orange Bright,5,11, Magnetar, Unknown (R09), Unknown (C080)
unknown,J123303,3, U210,, Pink Small,9,51, Cataclysmic Variable, Unknown (R09), Unknown (C080)
unknown,J102856,3, U210,, Pink Small,7,46, Red Giant, Unknown (R09), Unknown (C080)
unknown,J151900,3, U210,, Pink Small,10,19, Cataclysmic Variable, Unknown (R09), Unknown (C080)
unknown,J124646,3, U210,, Pink,8,55,, Unknown (R09), Unknown (C081)
unknown,J153528,3, U210,, White Dwarf,9,60,, Unknown (R09), Unknown (C081)
unknown,J112850,3, U210,, Orange radiant,8,44,, Unknown (R09), Unknown (C081)
unknown,J102257,3, U210,, Red Giant,7,20,, Unknown (R09), Unknown (C081)
unknown,J142414,3, U210,, Pink Small,9,54, Black Hole, Unknown (R09), Unknown (C081)
unknown,J165803,3, U210,, Orange radiant,3,29, Wolf-Rayet Star, Unknown (R09), Unknown (C081)
unknown,J115918,3, U210,, Yellow Small,8,51, Pulsar, Unknown (R09), Unknown (C082)
unknown,J222104,3, U210,, Yellow,7,19,, Unknown (R09), Unknown (C082)
unknown,J124203,3, U210,, Yellow Small,6,38,, Unknown (R09), Unknown (C082)
unknown,J112608,3, U210,, Yellow Small,9,44,, Unknown (R09), Unknown (C082)
unknown,J161657,3, U210,, Pink Small,12,32,, Unknown (R09), Unknown (C082)
unknown,J111805,3, U210,, Blue,8,72, Wolf-Rayet Star, Unknown (R09), Unknown (C082)
unknown,J113451,3, U210,, Blue,7,89,, Unknown (R09), Unknown (C083)
unknown,J141007,3, U210,, Orange radiant,8,46, Wolf-Rayet Star, Unknown (R09), Unknown (C083)
unknown,J164034,3, U210,, Orange radiant,6,58,, Unknown (R09), Unknown (C083)
unknown,J101750,3, U210,, Pink Small,11,88,, Unknown (R09), Unknown (C083)
unknown,J165001,3, U210,, Orange radiant,11,45, Red Giant, Unknown (R09), Unknown (C083)
unknown,J111619,3, U210,, Orange,9,55,, Unknown (R09), Unknown (C083)
unknown,J140521,3, U210,, Orange,9,26, Wolf-Rayet Star, Unknown (R09), Unknown (C084)
unknown,J140752,3, U210,, Pink Small,11,37, Cataclysmic Variable, Unknown (R09), Unknown (C084)
unknown,J143447,3, U210,, Blue Bright,10,77,, Unknown (R09), Unknown (C084)
unknown,J142018,3, U210,, Orange Bright,8,71,, Unknown (R09), Unknown (C084)
unknown,J105102,3, U210,, Yellow,7,57, Wolf-Rayet Star, Unknown (R09), Unknown (C084)
unknown,J124630,3, U210,, Orange radiant,7,22,, Unknown (R09), Unknown (C084)
unknown,J165302,3, U210,, Pink Small,10,21, Magnetar, Unknown (R10), Unknown (C085)
